'A-AUX1','A-AUX1',32,32,0,0,'Port A','A',1,0,0
'A-AUX2','A-AUX2',33,33,0,1,'Port A','A',1,0,0
'A-AUX3','A-AUX3',34,34,0,2,'Port A','A',1,0,0
